total,male,female
0.9336238685886691,0.9763673193787981,0.8914780292942743
0.9335935977245025,0.9837949769540802,0.8999739592278864
0.9336238685886691,0.9763673193787981,0.8914780292942743
0.9332533080566813,0.9799793064522314,0.8951306325457863
