total,male,female
0.9550938337801609,0.9905341446923597,0.920265780730897
0.9552220678862188,0.9945727778177903,0.9242321280612699
0.9550938337801609,0.9905341446923597,0.920265780730897
0.9549823913654998,0.9925348472369945,0.9218781452076262
